pathway	AM01	AM02	AM03	AM04	AM05	AM06	AM07	AM08	AM09
PWY-7345	18518.960183400755	11056.131049530562	12341.176971629542	10864.099554358421	16320.70024442491	18801.54953833037	17372.952883809085	23518.308562185717	11766.393012488747
PWY-7347	0.0	0.0	52.553657383743115	0.0	0.0	17.28012714382132	0.0	32.71834383865033	49.54344403461886
PWY-7356	1846.626654973553	1934.2308316037845	1922.0042050002373	1046.9774869517798	2011.6946712730319	2410.555462725699	2070.4331435989616	2611.596073222383	1069.9422915217326
PWY-7357	12356.170614509676	10136.303771529576	11395.92193722574	8132.665426251692	12176.937276084476	15442.122371441887	12916.334517294472	17788.83609702164	8660.586353524484
PWY-7371	10709.258903306514	8548.57602863815	8350.80990570342	5797.608759377573	11219.5701170031	12586.209015350549	10383.536611642267	16532.282279349336	7727.538913666636
PWY-7373	846.353658753002	539.8407112216483	870.2207721591326	181.62969097390763	816.8233670009794	290.8695403142434	578.7509735069741	1065.844766688005	447.66612505609095
PWY-7374	10601.746173919406	7948.964633942973	7781.340492243983	5614.919903416848	11003.612806004405	11276.724345751532	10064.025109295724	15843.272226659172	7326.219802544783
PWY-7376	2382.7155522036865	927.3231521392343	1312.7917601912573	1717.9751987615832	1521.4577532816672	1605.6972367217704	2422.516044760621	1850.1313012390513	659.429988572039
PWY-7377	960.0454775009089	438.7458215671704	204.1041030422593	425.8408784212908	655.8934354089929	373.4257116089675	140.8911805018935	874.7989411364205	64.23501580095785
PWY-7383	12209.793657162616	7991.364547375847	8597.695191840869	7232.542153395736	10347.340812822918	13552.41706648215	11185.78695185881	15267.07702115594	7884.5676634370975
PWY-7392	14032.292841816958	8528.323259812845	8317.100853044103	7987.531933514318	12839.761744742007	13255.790015244273	12601.82113307202	17854.93484393944	8573.402615492378
PWY-7399	1038.7973362735959	742.186783534434	857.307918086948	819.440874340408	619.2677222627741	1069.1246107592779	657.0658418624062	748.2415123592735	525.9548459961869
PWY-7400	18242.1256301132	11632.945899367538	13015.20797979512	9976.33865121964	17606.22164841931	20116.476180540933	17522.289295266153	23898.866933854133	12468.510052549933
PWY-7420	0.0	0.0	0.0	0.0	0.0	0.0	8.809523809523808	0.0	0.0
PWY-7431	6221.674748147507	4200.369920849403	6645.014351732713	4807.7199925031455	6407.478111000408	9133.256856341484	7756.727690079297	9401.393773910664	5222.69144171364
PWY-7436	144.98495074407882	74.6335476239852	39.25138065043976	169.5512622131836	170.31868825951844	92.58904629053235	72.3298785386457	185.3976880055564	16.58552015652275
PWY-7456	3495.7323553808747	3522.808606219558	3173.7403329358463	2792.3586882607165	3744.8549455810585	4386.73855014381	3944.131426491691	3100.3446609092016	2424.567519551893
PWY-7480	1427.1036035823665	1002.3348144828411	1233.9339916695276	645.8412442987606	1046.695315103628	1957.750124945743	1025.6835719633586	1225.2696190226598	1076.2861522140522
PWY-7560	18623.826610913988	11933.930992973246	12769.826655537654	10771.929520598023	16957.522430520043	18973.168069479303	17347.89969236214	22722.482549034346	11837.4597346165
PWY-7574	313.3840616306211	0.0	0.0	0.0	0.0	89.67544042839444	0.0	39.124675422651435	0.0
PWY-7579	0.0	61.795275590551185	0.0	0.0	0.0	9.35670731707317	0.0	0.0	0.0
PWY-7644	0.0	2.9953697305414706	3.990911895305034	0.0	0.0	37.748343967447205	13.933661496818416	0.0	0.0
PWY-7654	674.5484043333898	333.25916603065235	71.3974122328387	142.26122128899505	641.0476202436166	826.3761456765502	394.845132859375	421.44765909095446	561.828600217638
PWY-7663	42419.724162850864	24295.854537396637	27421.31132627385	22148.773339537154	36765.345086289766	40484.48326904764	38718.46602116639	49814.77448008321	26500.227621404465
PWY-7674	3600.973261286302	1501.4357608705182	2096.366402055388	2060.048476146674	3469.8583190348195	2356.4090871121534	2925.478745189919	5741.7016707757275	2299.455147739083
PWY-7761	15092.08922691655	8854.767890766385	10392.771874898473	8260.65640067831	14132.95337655024	14054.081438110132	14026.613461637256	18967.95612838009	9611.217691589982
PWY-7783	728.020820718245	874.3173342744544	522.1052351493381	701.17089678511	732.8453698921812	1307.4176594885816	853.4565619223661	1002.0871449205586	648.2342878393454
PWY-7784	2768.540326563014	515.9610164465838	609.0625388235011	560.5610246530063	2032.0229608001043	1209.27364349352	1508.12833859594	2760.4544555475013	1060.5101687319939
PWY-7790	24780.36450444039	16075.695493203035	16826.976799202905	14101.147735572065	23865.827777476603	25397.841132595102	23151.815727794215	32230.00831575865	16563.066030438476
PWY-7791	24780.36450444039	16075.695493203035	16826.976799202905	14101.147735572065	23865.827777476603	25397.841132595102	23151.815727794215	32230.00831575865	16563.066030438476
PWY-7805	1302.0444903173438	826.6235606144048	1270.386445788521	1266.0050031927306	1193.4181144994845	1479.6126582828167	2077.858961719441	1119.9239985790944	1463.4747553754585
PWY-7807	1944.2079653917435	1440.9203039420402	1889.8000183400623	1744.639321126501	1505.7307652464165	2924.0541570220244	2813.917736367515	1498.978537558229	1877.6482378851254
PWY-7820	585.3929338540161	981.501819470426	720.2099608877278	471.44757963206825	741.0902535446395	365.06799190356264	351.24990996654066	946.5394882287741	224.3113197796077
PWY-7851	21117.838619778755	13327.770364995626	14201.134319360792	11766.416669949553	19810.99253167392	21550.797566041958	19705.64988058964	27344.450395370553	13830.549924002798
PWY-7854	3639.611051929481	1803.3019553772874	2505.8846668663923	2032.0273381294962	2304.988308543757	3522.7361659799444	3716.815491581912	2906.2833238444805	1112.592672413793
PWY-7855	1247.9823508285206	435.1516669769385	812.6179972608703	641.9157716392713	988.2651699695363	1297.778934236734	1678.3630174000318	1044.772522073068	1052.765247266176
PWY-7858	1815.720745239349	1077.420132443076	1425.5569266973619	1574.4584872329326	1552.9644737272322	1621.745654215387	1481.4752391048648	1474.3976829581286	1364.412198110011
PWY-7873	843.6226521628115	531.7168657163578	602.0555371387863	812.5823429796249	802.0306560456451	1180.575789281932	1048.7380036586	836.1757745650917	426.20622208014
PWY-7874	870.0571736680582	465.29544871246463	560.8524506348583	767.281067188446	693.2579209364459	943.337620727385	779.6840706715426	743.5296825465006	295.16081936026194
PWY-7883	11101.38684576117	8597.448879893725	8322.94089449909	7288.982587487112	10837.374233548888	13066.666883456519	10515.731518533747	15946.78284926471	7641.146547711796
PWY-7900	2006.2767344641172	353.84642083455134	1730.9202033294819	1669.0592876798212	1619.4291747795573	2574.747222520146	2383.5179245832915	3342.042761980353	1220.596530778316
PWY-7902	34.477209161388245	0.0	0.0	121.03556096477472	0.0	152.59452230699574	8.998429987122515	204.89850836089266	0.0
PWY-7913	262.0966879391849	836.4853076664318	63.188431603645476	692.7665733827703	110.62398175315197	290.03921980224425	328.18871857660554	963.9446377484605	444.39061558905206
PWY-7942	3363.214242949151	2484.146746459418	2337.7652327999185	2301.8649855546223	2605.556142551512	4523.283380750627	3347.544462032285	3800.2522043280032	2399.6582086094804
PWY-7947	185.36693240605263	53.63539491521083	165.6226661622639	87.45234439920301	330.316174071716	43.231634975089776	145.04659754503712	630.5120968417348	0.0
PWY-7948	0.0	1.499728713014541	0.0	0.0	0.0	22.463892157911626	0.0	0.0	0.0
PWY-7953	20288.105917500627	13239.394513834504	14194.394180569989	12098.93734794795	19409.78813634525	20440.913426216415	19946.199368866295	26539.695907965157	13581.403804844605
PWY-7977	25170.735367281923	16192.54181648355	17276.230328117945	14145.894785315106	23651.569608054677	24718.909733536802	23141.924258939263	30786.742542812655	15632.237298135282
PWY-7992	15951.822541193696	11870.867166774406	11384.845633795145	8808.624497930865	15885.683720001685	17695.732084957875	15237.044868107558	22934.09267803531	11046.782583778388
PWY-8004	4328.661593894836	750.7851724217202	3259.3269057483762	3801.475023300331	4182.098668557435	3680.3343802745	6038.09367300424	5992.999436031558	3344.212491655415
PWY-801	9210.180192683545	7415.537564307955	7173.660453200028	6337.070562906183	9347.868505136521	10591.503385244216	9434.865853040777	13106.076880390978	6428.485029290518
PWY-8011	6910.0	3873.9300000000003	5169.16	3938.4999999999995	5940.5	9231.18	7630.499999999999	8993.57	4603.6
PWY-8020	5903.910369739748	3643.029815108722	3587.4345304252665	3191.3137546824046	5209.753757465699	6334.256928702643	5608.018695848602	7862.797004861329	4224.46074878866
PWY-8055	63.58299845090874	9.951665126890338	0.0	0.0	0.0	61.15351948365936	34.09642337247786	94.51241014343805	0.0
PWY-8073	16922.265947592132	12112.996690435928	12383.906128139088	10571.996512258138	16879.839316771944	18913.642248172022	16985.93349857694	22687.592624431647	12076.161132518204
PWY-8085	236.1882815050838	349.2848660068176	0.0	308.6525767611838	0.0	716.0458521533748	0.0	134.28433259688416	295.4593297318416
PWY-8131	1494.962707314122	1188.0826223644474	1365.8316685783439	1201.083487418551	2292.1015486054785	2330.7056067923504	2644.912007395488	3613.1433827502588	1768.9145786948263
PWY-8154	7.148479781742426	0.0	0.0	0.0	0.0	187.1752830089037	26.622832409487643	63.161052234089425	0.0
PWY-8178	28966.204401968957	18688.268048947735	19922.11662834941	16875.59934201346	27588.125937511883	29502.87569916688	26950.239595880255	37522.78643499917	18732.850859395225
PWY-8187	9961.740426290862	6729.395802989184	7139.332912891154	6259.047052268247	9916.50200700816	8834.041515653475	8881.112008731565	12544.210368954797	6417.569932995542
PWY-821	15737.511540434532	10787.642394984541	11665.223715588249	10269.095341774615	14787.283464255333	17857.419365852544	15658.706250449166	18631.447313250366	10418.54584311215
PWY-822	10.92	7.67	0.0	0.0	0.0	45.0	0.0	125.0	0.0
PWY-841	21703.348076760845	14000.520357507508	15018.271248420624	12628.340059096841	20282.962901548348	22240.838439913805	20437.319916811	27766.05400216746	14282.948899730538
PWY-922	586.2032552308535	423.6460643063848	0.0	484.1598750425828	395.5806009810969	333.28470002184537	201.2135989858911	788.2407986510847	480.09064021478093
PWY-I9	10085.118745676287	7865.644461512594	8022.236852812746	6532.912979913102	10111.0728345954	11491.931249419084	10304.219242128236	13732.02464819052	7062.711922909623
PWY0-1061	10018.552843010128	7022.704935894009	6937.767010674119	6779.596255736832	8823.094364322327	9778.996634024586	8781.238154480556	12811.892062382964	6298.754295883687
PWY0-1241	13734.02795038681	9951.437665308496	9192.668561594179	8398.522403215582	13310.912914528351	15695.417581317128	12191.604336236634	20495.92463145974	9194.747447037027
PWY0-1261	14849.724528008997	10661.96663351455	10447.35332799673	8674.717004777965	15592.57855385709	15171.597266613275	14481.84921084782	19534.550616953336	9802.85595589748
PWY0-1277	121.22592373331074	22.342191589874155	0.0	233.37925700307088	124.71575170294179	634.4176090629659	0.0	0.0	0.0
PWY0-1296	12069.673300836359	7844.683609869448	8099.188405731339	6726.793960255302	12789.630213869588	11820.042013778484	10186.43239723389	18313.490756545078	8645.961238318821
PWY0-1297	6618.9559927376	4407.495982254631	5098.524500669513	4034.8270231524557	7405.491128988252	7629.993648178175	6723.288607301345	9633.716058689983	4964.714236685209
PWY0-1319	28647.737766212136	18134.027924891376	19706.577536472963	16523.502867229527	26886.805769884242	30071.752676052223	27154.598581155693	37025.315807207626	19202.893228328467
PWY0-1337	1926.4698538659695	1117.8355672791017	93.00149149353116	963.1851277851964	1378.0878866485905	2647.1012446567165	2110.1841485823097	3525.652125873045	1702.651585571699
PWY0-1338	385.20991798217574	148.32905552520202	55.06829198251859	132.78358828170187	510.47089483628406	387.0525573626169	142.6741150873699	788.1844461166812	90.97785773063288
PWY0-1415	3201.8458332632595	1431.71176592001	1234.5067269043288	896.0176739045287	3042.703522234115	2204.941360461066	2228.242784569784	4523.170648092936	2036.072239638571
PWY0-1477	7432.851647347202	2789.562651893081	3679.684112684164	3938.5800314160024	6826.0901990713255	11329.712914978643	9019.05017682241	9330.444780220801	4738.392252397983
PWY0-1479	9967.40862971582	6799.499589906343	7323.896725013104	6189.786489667712	9316.480045641205	11381.527243414215	10001.859939321248	12538.947087212218	5789.358432890634
PWY0-1533	2047.017025722662	1509.4614074128083	1976.5837305831578	1933.190558975161	1733.9351579891463	3254.2505297785356	3088.6327256242357	1731.7723472031846	1879.2521272909712
PWY0-1586	51725.78627422479	35636.1723554407	39854.9383842218	33136.74858388862	47903.02877969956	56942.21734079532	56178.51482313919	63055.96301711866	36789.75872230693
PWY0-162	18782.757535328557	12720.78306016277	13253.20569403054	11500.116911409099	17936.18958627104	20258.053074404284	18146.896527517853	25064.393245157997	12768.837649989904
PWY0-301	1636.8151194304205	1667.8769806807775	2065.9354707273233	1452.345261709804	2415.2030462585203	3836.8351621651827	2206.763982110322	3667.8551370067535	1720.580825898614
PWY0-321	4897.155325225645	3335.463605181522	4147.076799771126	2990.716393901041	4811.925325834871	4930.07281895766	5355.494990928389	6663.529197304934	3910.2805076613467
PWY0-41	1111.551168597099	536.9356518868677	964.4425301574155	665.8256400580572	869.6273672893609	1285.4212816076938	1425.2909728084198	1035.553309805476	451.34785037995
PWY0-42	2306.2758579298998	1618.7516160944758	2005.4054299148409	1900.315668566802	2107.4455138937515	2836.4512215229106	2468.2304451923096	2423.0104779369185	1171.848025441469
PWY0-781	4914.443878310537	3476.9198983071665	4732.78649415875	4633.410923393563	6425.530399841634	5275.318155223771	7253.966206183818	6074.356399958693	4842.532089398759
PWY0-845	3122.5424488617537	1721.3468059251777	2371.0464839195456	1346.6722452308695	2638.3664411988034	2786.126752369064	3699.6240453281544	2880.710783524273	1721.073753835647
PWY0-862	7260.003747662485	3579.9271090974808	5988.290716735805	4919.136377434872	5342.441293795782	7310.030343744635	9254.722214422472	5784.393109656931	4761.461413181088
PWY1G-0	1248.1457262562328	197.03824943283016	772.8272262666327	539.9236844396845	453.51270786608103	1019.7022939032507	929.9559803041974	913.3635912600977	528.1179714071553
PWY1ZNC-1	16880.093468887007	12043.751666335715	12861.396984798232	11093.40263620315	17354.841081746592	19832.34516198115	17423.043955792546	22104.040660282684	11797.796133773454
PWY3DJ-12	214.58204631593006	0.0	5.601754935756817	105.86207255504084	176.6373737809568	94.61371706802711	206.47530627661789	0.0	0.0
PWY3O-4107	8588.013795575967	5559.417018815629	6856.779210604942	5434.913680350825	9165.517450735733	8145.999009600427	9730.138775163407	11703.237111817736	5287.277433880547
PWY490-3	5251.420758623384	4111.830568728068	4930.227248188227	3674.420324991987	4736.83090048923	7035.8355095176585	5941.583553217461	6705.127530319551	3905.8980647764183
PWY4FS-7	23747.8987330528	15293.166309673084	16621.876734327358	13827.268043154298	23014.677067284272	25242.9152273852	23400.95703716328	30962.315462483057	16092.169114397284
PWY4FS-8	23747.8987330528	15293.166309673084	16621.876734327358	13827.268043154298	23014.677067284272	25242.9152273852	23400.95703716328	30962.315462483057	16092.169114397282
PWY4LZ-257	9.979041007556809	19.811633117331798	0.0	0.0	0.0	76.69661448140552	0.0	0.0	0.0
PWY66-301	0.0	0.0	0.0	0.0	24.725677011783056	0.0	0.0	0.0	0.0
PWY66-367	2485.6695725408135	1177.1328128110533	1337.1679622701488	1614.7107015697927	1689.9271369224348	1829.2280576388032	2719.2575339787227	2472.3616914425234	916.1685240043736
PWY66-373	0.0	0.0	7.998017665964196	0.0	3.999635768103202	0.0	1.999908923908999	1.9999341270352515	57.890152218277784
PWY66-388	208.1579291061964	78.67169113779325	401.7394578528483	151.1791218645555	375.32980665252364	1015.170388986264	497.5192139135364	899.1865426869381	538.1035804180162
PWY66-389	40800.35847036649	26453.419811667332	30573.212675853618	24159.418558514004	39174.81354141922	44193.54780400111	41216.41776199968	49142.29026536207	28396.49480728463
PWY66-391	1968.6194646809583	1193.8074086995377	1529.554391106486	1732.861690085812	1725.483237731758	1749.718723725787	1545.1245149656881	1630.9762183896428	1502.417980393347
PWY66-394	0.0	0.0	0.0	0.0	0.0	22.302418977144995	0.0	0.0	0.0
PWY66-399	13788.720731795003	8511.843905210471	9065.619565178964	8290.951705398089	11801.712495391756	14121.692644066445	12823.794854861484	17808.62294630924	8761.495302450381
PWY66-409	13249.10721566581	8416.029804652453	8873.683963321288	8483.711711313023	12680.606494480211	14410.412513728901	12810.987749632917	17974.698399685527	9358.04332381048
PWY6666-2	487.859493663975	127.1205106337738	423.0	482.1057885445828	647.7779792694705	356.01312135743234	305.98167491914853	556.4266500710015	203.09114872487305
PYRIDNUCSAL-PWY	6434.084943739501	3808.919411630988	5635.442102736367	4463.04652929403	5769.087975212598	7054.215644474494	7575.549728762256	7054.680130217568	4595.414637002807
PYRIDNUCSYN-PWY	17643.598210951408	11797.658957116113	12154.205306644635	10318.45000538136	16253.096663714658	18396.826892597426	16516.74116549272	22398.215663457195	11408.722125926757
PYRIDOXSYN-PWY	3365.330992015836	1694.0256675976004	2087.67787024553	3038.8729744545103	4895.6548624882635	3017.3304867540924	5945.889409769372	7600.681708079391	2472.224003188633
REDCITCYC	4713.964561517575	3593.149285709521	3297.5321955434506	2854.1020501253224	3755.6290950609987	3288.6190109798968	2974.7060142110263	3822.689106691261	2886.297335661114
RHAMCAT-PWY	5687.645761111462	3805.8636064205593	3393.0490441503352	3606.4690603153867	5943.066165173422	5811.079556108356	4948.493161288741	7442.826058231734	3381.922505192764
RIBOSYN2-PWY	19343.763450785144	12782.26622709075	13829.100824921454	11151.622474767746	17963.383278457277	20243.350624304454	18129.713717854545	24570.02816798694	12537.446525015397
RUMP-PWY	2480.4090192326157	778.7087280177606	1053.8793393256024	1515.2332254608577	2379.7047538490247	2937.6503173555734	2263.5816396989317	5811.184883455295	1822.9607646778557
SALVADEHYPOX-PWY	21973.88964018898	14738.022789343677	15724.332114825067	12353.747720768471	22333.33533228973	25702.894162099627	20444.971533934513	28032.50844239829	15647.956469666547
SER-GLYSYN-PWY	28768.120721420775	18267.467774460354	20109.986100663944	16905.91737830716	27725.20300730548	30404.03795461743	27733.96648294381	37810.75278297894	19169.5596548418
SO4ASSIM-PWY	17652.42761676481	12401.34684322803	13655.980067074477	11754.08034636671	17354.841081746592	21108.173897213645	19164.922282750475	22104.040660282684	12320.37818697762
SPHINGOLIPID-SYN-PWY	86.30451477538604	0.0	6.4660699064577365	96.64013295985592	145.84025940959907	99.91199546684749	213.37230690632768	0.0	0.0
SUCSYN-PWY	0.0	0.0	106.96323279444847	0.0	0.0	34.630249637813684	0.0	65.71867562528764	100.33173908366463
SULFATE-CYS-PWY	20479.660163132296	13911.959511460362	15299.787871056842	12874.842470809523	19785.064987361733	23491.5341756514	20750.13117425179	25429.15483348585	13943.218285551091
THISYNARA-PWY	12228.661435743941	9603.374649639141	10347.305453199257	7911.762396557949	12111.485172918305	14903.405834425714	12163.69545786794	17649.039244085612	8537.835956299223
THRESYN-PWY	25722.61550763056	16687.08474862122	17859.764239251457	14492.732633527785	24460.3196113863	26519.95539002392	23940.337737828962	32289.244402804947	16404.74189258845
TOLUENE-DEG-3-OH-PWY	616.2306086714752	136.05091328451132	0.0	138.24330434231024	33.184379556021135	557.5946738476522	57.91994997223958	114.98655239918098	163.8311482130815
TRIGLSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	29.179576583082888	11.906991529052167	0.0
TRNA-CHARGING-PWY	20611.496318866048	13114.785224972951	13911.646667564373	11759.455339073831	19546.61551175627	21040.413078809986	19316.586192319974	26893.42110078135	13472.352477856502
TYRFUMCAT-PWY	4699.437535793024	2644.2191316885633	3815.10136188885	2730.7239806645416	3475.468374598488	4833.9729373163955	4448.973585660473	4673.532356240544	3041.8429393092392
UDPNAGSYN-PWY	19011.244351453137	11630.269627897429	13071.71709425067	10770.68747393444	18090.290759890966	19475.832943417183	17936.633622836423	24639.301353761577	12619.225559956143
URDEGR-PWY	1169.3744574416617	507.3167935744976	1010.3939500088427	620.1404758761356	1199.6877719511538	1436.9236619765052	1425.238725588472	1191.4938318984766	985.2749140184402
URSIN-PWY	4526.956715581782	2287.1598598040637	3123.7530951841695	2811.9398699189387	2982.340745091299	4648.75407496816	3222.5061192917924	4063.7524363082252	2456.3655114793655
VALSYN-PWY	25424.74542544972	16416.51054649399	18983.628174927206	16218.551787050814	23276.275927597813	29902.700505421795	25914.575255654374	29170.64638090287	17765.825364608227
